T [K]	T [K]	T_avg [K]	T_err [K]	A_I [A]	A_I [A]	A_V [V]	A_V [V]	A_R [ohm]	B_I [A]	B_I [A]	B_V [V]	B_V [V]	B_R [ohm]	A_Vg [V]	A_Ileak [A]	B_Vg [V]	B_Ileak [A]	B [T]	B1 [T]	B2 [T]	Time	Day
9.8924E+0	9.9217E+0	9.9070E+0	-14.6500E-3	1.0000E-6	-1.0000E-6	4.2776E-3	-4.2664E-3	4.2720E+3	1.0000E-6	-1.0000E-6	9.6646E-3	-9.6779E-3	9.6713E+3	-150.0000E+0	-1.2964E-9	-150.0000E+0	-637.8760E-12	-5.4154E-6	-10.8307E-6	0.0000E+0	19:18:07	03/03/2023
9.9470E+0	9.8836E+0	9.9153E+0	31.7000E-3	1.0000E-6	-1.0000E-6	4.2771E-3	-4.2656E-3	4.2714E+3	1.0000E-6	-1.0000E-6	9.6658E-3	-9.6804E-3	9.6731E+3	-150.0000E+0	266.8550E-12	-150.0000E+0	211.7723E-12	10.8307E-6	21.6614E-6	0.0000E+0	19:18:13	03/03/2023
9.8790E+0	9.9581E+0	9.9185E+0	-39.5500E-3	1.0000E-6	-1.0000E-6	4.2769E-3	-4.2659E-3	4.2714E+3	1.0000E-6	-1.0000E-6	9.6629E-3	-9.6792E-3	9.6711E+3	-150.0000E+0	-2.4321E-9	-150.0000E+0	570.3693E-12	0.0000E+0	-0.0000E+0	0.0000E+0	19:18:18	03/03/2023
9.9291E+0	9.9130E+0	9.9211E+0	8.0500E-3	1.0000E-6	-1.0000E-6	4.2781E-3	-4.2677E-3	4.2729E+3	1.0000E-6	-1.0000E-6	9.6655E-3	-9.6818E-3	9.6736E+3	-150.0000E+0	-3.1058E-9	-150.0000E+0	111.5341E-12	21.6614E-6	10.8307E-6	32.4921E-6	19:18:24	03/03/2023
9.8599E+0	9.8417E+0	9.8508E+0	9.1000E-3	1.0000E-6	-1.0000E-6	4.2788E-3	-4.2660E-3	4.2724E+3	1.0000E-6	-1.0000E-6	9.6681E-3	-9.6802E-3	9.6742E+3	-150.0000E+0	-1.4866E-9	-150.0000E+0	-2.0191E-9	32.4921E-6	32.4921E-6	32.4921E-6	19:18:29	03/03/2023
9.9069E+0	9.8670E+0	9.8870E+0	19.9500E-3	1.0000E-6	-1.0000E-6	4.2782E-3	-4.2673E-3	4.2728E+3	1.0000E-6	-1.0000E-6	9.6670E-3	-9.6817E-3	9.6744E+3	-150.0000E+0	-2.5998E-9	-150.0000E+0	-1.5723E-9	10.8307E-6	10.8307E-6	10.8307E-6	19:18:35	03/03/2023
9.8546E+0	9.8887E+0	9.8716E+0	-17.0500E-3	1.0000E-6	-1.0000E-6	4.2777E-3	-4.2660E-3	4.2719E+3	1.0000E-6	-1.0000E-6	9.6660E-3	-9.6812E-3	9.6736E+3	-150.0000E+0	-3.2336E-9	-150.0000E+0	-2.1401E-9	27.0768E-6	43.3229E-6	10.8307E-6	19:18:40	03/03/2023
9.8696E+0	9.9059E+0	9.8878E+0	-18.1500E-3	1.0000E-6	-1.0000E-6	4.2782E-3	-4.2664E-3	4.2723E+3	1.0000E-6	-1.0000E-6	9.6650E-3	-9.6803E-3	9.6727E+3	-150.0000E+0	-2.8846E-9	-150.0000E+0	-1.9957E-9	5.4154E-6	10.8307E-6	0.0000E+0	19:18:46	03/03/2023
9.8870E+0	9.8655E+0	9.8763E+0	10.7500E-3	1.0000E-6	-1.0000E-6	4.2776E-3	-4.2660E-3	4.2718E+3	1.0000E-6	-1.0000E-6	9.6667E-3	-9.6827E-3	9.6747E+3	-150.0000E+0	787.6648E-12	-150.0000E+0	-948.3934E-12	0.0000E+0	0.0000E+0	-0.0000E+0	19:18:51	03/03/2023
9.8515E+0	9.8340E+0	9.8427E+0	8.7500E-3	1.0000E-6	-1.0000E-6	4.2774E-3	-4.2674E-3	4.2724E+3	1.0000E-6	-1.0000E-6	9.6694E-3	-9.6846E-3	9.6770E+3	-150.0000E+0	-1.8949E-9	-150.0000E+0	-898.5984E-12	10.8307E-6	-10.8307E-6	32.4921E-6	19:18:57	03/03/2023
9.8113E+0	9.9216E+0	9.8665E+0	-55.1500E-3	1.0000E-6	-1.0000E-6	4.2778E-3	-4.2673E-3	4.2725E+3	1.0000E-6	-1.0000E-6	9.6659E-3	-9.6824E-3	9.6741E+3	-150.0000E+0	-670.2071E-12	-150.0000E+0	-56.2432E-12	43.3229E-6	21.6614E-6	64.9843E-6	19:19:02	03/03/2023
9.8576E+0	9.8378E+0	9.8477E+0	9.9000E-3	1.0000E-6	-1.0000E-6	4.2781E-3	-4.2660E-3	4.2721E+3	1.0000E-6	-1.0000E-6	9.6686E-3	-9.6818E-3	9.6752E+3	-150.0000E+0	323.1887E-12	-150.0000E+0	-1.9747E-9	5.4154E-6	-0.0000E+0	10.8307E-6	19:19:08	03/03/2023
9.8748E+0	9.8509E+0	9.8628E+0	11.9500E-3	1.0000E-6	-1.0000E-6	4.2769E-3	-4.2665E-3	4.2717E+3	1.0000E-6	-1.0000E-6	9.6689E-3	-9.6820E-3	9.6754E+3	-150.0000E+0	-1.3961E-9	-150.0000E+0	-1.6623E-9	0.0000E+0	10.8307E-6	-10.8307E-6	19:19:13	03/03/2023
9.8645E+0	9.8477E+0	9.8561E+0	8.4000E-3	1.0000E-6	-1.0000E-6	4.2784E-3	-4.2672E-3	4.2728E+3	1.0000E-6	-1.0000E-6	9.6682E-3	-9.6820E-3	9.6751E+3	-150.0000E+0	-162.2192E-12	-150.0000E+0	528.3016E-12	-5.4154E-6	-10.8307E-6	0.0000E+0	19:19:19	03/03/2023
9.8685E+0	9.8157E+0	9.8421E+0	26.4000E-3	1.0000E-6	-1.0000E-6	4.2783E-3	-4.2661E-3	4.2722E+3	1.0000E-6	-1.0000E-6	9.6697E-3	-9.6825E-3	9.6761E+3	-150.0000E+0	-2.1242E-9	-150.0000E+0	-1.9183E-9	16.2461E-6	0.0000E+0	32.4921E-6	19:19:24	03/03/2023
9.8664E+0	9.8056E+0	9.8360E+0	30.4000E-3	1.0000E-6	-1.0000E-6	4.2781E-3	-4.2652E-3	4.2716E+3	1.0000E-6	-1.0000E-6	9.6697E-3	-9.6831E-3	9.6764E+3	-150.0000E+0	-3.0922E-9	-150.0000E+0	-1.2782E-9	10.8307E-6	10.8307E-6	10.8307E-6	19:19:29	03/03/2023
9.8673E+0	9.8236E+0	9.8454E+0	21.8500E-3	1.0000E-6	-1.0000E-6	4.2778E-3	-4.2665E-3	4.2721E+3	1.0000E-6	-1.0000E-6	9.6694E-3	-9.6828E-3	9.6761E+3	-150.0000E+0	-1.6277E-9	-150.0000E+0	-512.3629E-12	16.2461E-6	0.0000E+0	32.4921E-6	19:19:35	03/03/2023
9.8531E+0	9.8095E+0	9.8313E+0	21.8000E-3	1.0000E-6	-1.0000E-6	4.2779E-3	-4.2660E-3	4.2719E+3	1.0000E-6	-1.0000E-6	9.6706E-3	-9.6853E-3	9.6779E+3	-150.0000E+0	-991.2684E-12	-150.0000E+0	208.1980E-12	16.2461E-6	0.0000E+0	32.4921E-6	19:19:40	03/03/2023
9.8066E+0	9.9021E+0	9.8544E+0	-47.7500E-3	1.0000E-6	-1.0000E-6	4.2790E-3	-4.2684E-3	4.2737E+3	1.0000E-6	-1.0000E-6	9.6673E-3	-9.6835E-3	9.6754E+3	-150.0000E+0	-1.0987E-9	-150.0000E+0	-1.5177E-9	0.0000E+0	0.0000E+0	-0.0000E+0	19:19:46	03/03/2023
9.8145E+0	9.8283E+0	9.8214E+0	-6.9000E-3	1.0000E-6	-1.0000E-6	4.2774E-3	-4.2668E-3	4.2721E+3	1.0000E-6	-1.0000E-6	9.6702E-3	-9.6837E-3	9.6770E+3	-150.0000E+0	954.8522E-12	-150.0000E+0	460.9287E-12	0.0000E+0	-0.0000E+0	0.0000E+0	19:19:51	03/03/2023
9.8421E+0	9.8542E+0	9.8482E+0	-6.0500E-3	1.0000E-6	-1.0000E-6	4.2786E-3	-4.2660E-3	4.2723E+3	1.0000E-6	-1.0000E-6	9.6688E-3	-9.6839E-3	9.6763E+3	-150.0000E+0	-1.3826E-9	-150.0000E+0	714.0302E-12	-5.4154E-6	-0.0000E+0	-10.8307E-6	19:19:57	03/03/2023
9.8174E+0	9.8241E+0	9.8208E+0	-3.3500E-3	1.0000E-6	-1.0000E-6	4.2774E-3	-4.2660E-3	4.2717E+3	1.0000E-6	-1.0000E-6	9.6702E-3	-9.6855E-3	9.6778E+3	-150.0000E+0	805.6320E-12	-150.0000E+0	444.3729E-12	16.2461E-6	-0.0000E+0	32.4921E-6	19:20:02	03/03/2023
9.7841E+0	9.7667E+0	9.7754E+0	8.7000E-3	1.0000E-6	-1.0000E-6	4.2778E-3	-4.2657E-3	4.2717E+3	1.0000E-6	-1.0000E-6	9.6725E-3	-9.6845E-3	9.6785E+3	-150.0000E+0	493.5914E-12	-150.0000E+0	21.8951E-12	0.0000E+0	-10.8307E-6	10.8307E-6	19:20:08	03/03/2023
9.8358E+0	9.7915E+0	9.8136E+0	22.1500E-3	1.0000E-6	-1.0000E-6	4.2782E-3	-4.2662E-3	4.2722E+3	1.0000E-6	-1.0000E-6	9.6710E-3	-9.6857E-3	9.6784E+3	-150.0000E+0	-2.8833E-9	-150.0000E+0	-2.0355E-9	16.2461E-6	21.6614E-6	10.8307E-6	19:20:13	03/03/2023
9.8092E+0	9.8275E+0	9.8184E+0	-9.1500E-3	1.0000E-6	-1.0000E-6	4.2778E-3	-4.2663E-3	4.2721E+3	1.0000E-6	-1.0000E-6	9.6706E-3	-9.6873E-3	9.6789E+3	-150.0000E+0	-2.1609E-9	-150.0000E+0	-915.2379E-12	10.8307E-6	-0.0000E+0	21.6614E-6	19:20:19	03/03/2023
9.7503E+0	9.8454E+0	9.7979E+0	-47.5500E-3	1.0000E-6	-1.0000E-6	4.2779E-3	-4.2670E-3	4.2724E+3	1.0000E-6	-1.0000E-6	9.6701E-3	-9.6841E-3	9.6771E+3	-150.0000E+0	7.1510E-12	-150.0000E+0	-430.6465E-12	-5.4154E-6	0.0000E+0	-10.8307E-6	19:20:24	03/03/2023
9.8311E+0	9.7807E+0	9.8059E+0	25.2000E-3	1.0000E-6	-1.0000E-6	4.2778E-3	-4.2675E-3	4.2727E+3	1.0000E-6	-1.0000E-6	9.6717E-3	-9.6869E-3	9.6793E+3	-150.0000E+0	-1.5267E-9	-150.0000E+0	-646.7094E-12	-5.4154E-6	-10.8307E-6	0.0000E+0	19:20:30	03/03/2023
9.7972E+0	9.7878E+0	9.7925E+0	4.7000E-3	1.0000E-6	-1.0000E-6	4.2779E-3	-4.2668E-3	4.2724E+3	1.0000E-6	-1.0000E-6	9.6718E-3	-9.6857E-3	9.6788E+3	-150.0000E+0	-1.5420E-9	-150.0000E+0	653.2297E-12	10.8307E-6	10.8307E-6	10.8307E-6	19:20:35	03/03/2023
9.7955E+0	9.8339E+0	9.8147E+0	-19.2000E-3	1.0000E-6	-1.0000E-6	4.2773E-3	-4.2665E-3	4.2719E+3	1.0000E-6	-1.0000E-6	9.6712E-3	-9.6877E-3	9.6795E+3	-150.0000E+0	-1.7496E-9	-150.0000E+0	433.3635E-12	10.8307E-6	10.8307E-6	10.8307E-6	19:20:41	03/03/2023
9.7554E+0	9.7635E+0	9.7595E+0	-4.0500E-3	1.0000E-6	-1.0000E-6	4.2771E-3	-4.2671E-3	4.2721E+3	1.0000E-6	-1.0000E-6	9.6737E-3	-9.6883E-3	9.6810E+3	-150.0000E+0	-1.2574E-9	-150.0000E+0	-741.9429E-12	0.0000E+0	10.8307E-6	-10.8307E-6	19:20:46	03/03/2023
9.7535E+0	9.8092E+0	9.7813E+0	-27.8500E-3	1.0000E-6	-1.0000E-6	4.2766E-3	-4.2670E-3	4.2718E+3	1.0000E-6	-1.0000E-6	9.6716E-3	-9.6886E-3	9.6801E+3	-150.0000E+0	-1.1727E-9	-150.0000E+0	-891.3262E-12	0.0000E+0	-10.8307E-6	10.8307E-6	19:20:52	03/03/2023
9.7588E+0	9.7579E+0	9.7584E+0	450.0000E-6	1.0000E-6	-1.0000E-6	4.2775E-3	-4.2664E-3	4.2720E+3	1.0000E-6	-1.0000E-6	9.6737E-3	-9.6871E-3	9.6804E+3	-150.0000E+0	-21.7780E-12	-150.0000E+0	-1.8801E-9	37.9075E-6	43.3229E-6	32.4921E-6	19:20:57	03/03/2023
9.8069E+0	9.7713E+0	9.7891E+0	17.8000E-3	1.0000E-6	-1.0000E-6	4.2780E-3	-4.2661E-3	4.2720E+3	1.0000E-6	-1.0000E-6	9.6730E-3	-9.6888E-3	9.6809E+3	-150.0000E+0	-161.3127E-12	-150.0000E+0	-1.2636E-9	16.2461E-6	-10.8307E-6	43.3229E-6	19:21:03	03/03/2023
9.7207E+0	9.8001E+0	9.7604E+0	-39.7000E-3	1.0000E-6	-1.0000E-6	4.2777E-3	-4.2677E-3	4.2727E+3	1.0000E-6	-1.0000E-6	9.6718E-3	-9.6883E-3	9.6801E+3	-150.0000E+0	86.1087E-12	-150.0000E+0	300.1375E-12	-0.0000E+0	-0.0000E+0	-0.0000E+0	19:21:08	03/03/2023
9.7544E+0	9.7497E+0	9.7521E+0	2.3500E-3	1.0000E-6	-1.0000E-6	4.2768E-3	-4.2677E-3	4.2723E+3	1.0000E-6	-1.0000E-6	9.6741E-3	-9.6897E-3	9.6819E+3	-150.0000E+0	-2.7410E-9	-150.0000E+0	231.1211E-12	27.0768E-6	43.3229E-6	10.8307E-6	19:21:14	03/03/2023
9.7518E+0	9.7282E+0	9.7400E+0	11.8000E-3	1.0000E-6	-1.0000E-6	4.2770E-3	-4.2661E-3	4.2715E+3	1.0000E-6	-1.0000E-6	9.6748E-3	-9.6893E-3	9.6820E+3	-150.0000E+0	-1.5185E-9	-150.0000E+0	707.4153E-12	5.4154E-6	-0.0000E+0	10.8307E-6	19:21:19	03/03/2023
9.7444E+0	9.8080E+0	9.7762E+0	-31.8000E-3	1.0000E-6	-1.0000E-6	4.2766E-3	-4.2670E-3	4.2718E+3	1.0000E-6	-1.0000E-6	9.6721E-3	-9.6894E-3	9.6808E+3	-150.0000E+0	-2.3999E-9	-150.0000E+0	648.3418E-12	5.4154E-6	-0.0000E+0	10.8307E-6	19:21:25	03/03/2023
9.7276E+0	9.7365E+0	9.7321E+0	-4.4500E-3	1.0000E-6	-1.0000E-6	4.2774E-3	-4.2668E-3	4.2721E+3	1.0000E-6	-1.0000E-6	9.6751E-3	-9.6899E-3	9.6825E+3	-150.0000E+0	-674.3275E-12	-150.0000E+0	-9.2033E-12	0.0000E+0	-21.6614E-6	21.6614E-6	19:21:30	03/03/2023
9.7468E+0	9.7127E+0	9.7297E+0	17.0500E-3	1.0000E-6	-1.0000E-6	4.2786E-3	-4.2659E-3	4.2723E+3	1.0000E-6	-1.0000E-6	9.6762E-3	-9.6910E-3	9.6836E+3	-150.0000E+0	-1.9737E-9	-150.0000E+0	-1.0089E-9	5.4154E-6	10.8307E-6	0.0000E+0	19:21:36	03/03/2023
9.7090E+0	9.7045E+0	9.7067E+0	2.2500E-3	1.0000E-6	-1.0000E-6	4.2771E-3	-4.2656E-3	4.2713E+3	1.0000E-6	-1.0000E-6	9.6760E-3	-9.6912E-3	9.6836E+3	-150.0000E+0	-599.6562E-12	-150.0000E+0	-1.7529E-9	10.8307E-6	10.8307E-6	10.8307E-6	19:21:41	03/03/2023
9.7171E+0	9.7079E+0	9.7125E+0	4.6000E-3	1.0000E-6	-1.0000E-6	4.2776E-3	-4.2655E-3	4.2716E+3	1.0000E-6	-1.0000E-6	9.6773E-3	-9.6920E-3	9.6847E+3	-150.0000E+0	26.8902E-12	-150.0000E+0	-313.9661E-12	27.0768E-6	10.8307E-6	43.3229E-6	19:21:46	03/03/2023
9.7149E+0	9.6813E+0	9.6981E+0	16.8000E-3	1.0000E-6	-1.0000E-6	4.2778E-3	-4.2655E-3	4.2717E+3	1.0000E-6	-1.0000E-6	9.6786E-3	-9.6925E-3	9.6855E+3	-150.0000E+0	-3.3950E-9	-150.0000E+0	780.9506E-12	0.0000E+0	0.0000E+0	0.0000E+0	19:21:52	03/03/2023
9.6971E+0	9.7148E+0	9.7060E+0	-8.8500E-3	1.0000E-6	-1.0000E-6	4.2774E-3	-4.2663E-3	4.2719E+3	1.0000E-6	-1.0000E-6	9.6781E-3	-9.6914E-3	9.6848E+3	-150.0000E+0	-2.5122E-9	-150.0000E+0	191.7656E-12	10.8307E-6	21.6614E-6	-0.0000E+0	19:21:57	03/03/2023
9.7120E+0	9.6926E+0	9.7023E+0	9.7000E-3	1.0000E-6	-1.0000E-6	4.2769E-3	-4.2668E-3	4.2719E+3	1.0000E-6	-1.0000E-6	9.6780E-3	-9.6915E-3	9.6847E+3	-150.0000E+0	-1.3188E-9	-150.0000E+0	-1.8585E-9	5.4154E-6	0.0000E+0	10.8307E-6	19:22:03	03/03/2023
9.7305E+0	9.7333E+0	9.7319E+0	-1.4000E-3	1.0000E-6	-1.0000E-6	4.2763E-3	-4.2666E-3	4.2714E+3	1.0000E-6	-1.0000E-6	9.6758E-3	-9.6923E-3	9.6840E+3	-150.0000E+0	-735.7295E-12	-150.0000E+0	-1.5857E-9	32.4921E-6	43.3229E-6	21.6614E-6	19:22:08	03/03/2023
9.6731E+0	9.7424E+0	9.7078E+0	-34.6500E-3	1.0000E-6	-1.0000E-6	4.2767E-3	-4.2663E-3	4.2715E+3	1.0000E-6	-1.0000E-6	9.6745E-3	-9.6903E-3	9.6824E+3	-150.0000E+0	-2.1931E-9	-150.0000E+0	824.8247E-12	5.4154E-6	0.0000E+0	10.8307E-6	19:22:14	03/03/2023
9.7145E+0	9.7100E+0	9.7123E+0	2.2500E-3	1.0000E-6	-1.0000E-6	4.2767E-3	-4.2657E-3	4.2712E+3	1.0000E-6	-1.0000E-6	9.6763E-3	-9.6905E-3	9.6834E+3	-150.0000E+0	531.9989E-12	-150.0000E+0	827.3723E-12	5.4154E-6	0.0000E+0	10.8307E-6	19:22:19	03/03/2023
9.7086E+0	9.7072E+0	9.7079E+0	700.0000E-6	1.0000E-6	-1.0000E-6	4.2768E-3	-4.2673E-3	4.2720E+3	1.0000E-6	-1.0000E-6	9.6765E-3	-9.6921E-3	9.6843E+3	-150.0000E+0	-2.9404E-9	-150.0000E+0	657.2553E-12	0.0000E+0	-10.8307E-6	10.8307E-6	19:22:25	03/03/2023
9.6930E+0	9.7114E+0	9.7022E+0	-9.2000E-3	1.0000E-6	-1.0000E-6	4.2775E-3	-4.2663E-3	4.2719E+3	1.0000E-6	-1.0000E-6	9.6767E-3	-9.6934E-3	9.6850E+3	-150.0000E+0	-3.8057E-9	-150.0000E+0	992.3953E-12	16.2461E-6	-10.8307E-6	43.3229E-6	19:22:30	03/03/2023
9.6425E+0	9.7226E+0	9.6825E+0	-40.0500E-3	1.0000E-6	-1.0000E-6	4.2775E-3	-4.2671E-3	4.2723E+3	1.0000E-6	-1.0000E-6	9.6769E-3	-9.6920E-3	9.6845E+3	-150.0000E+0	-1.1847E-9	-150.0000E+0	-1.0327E-9	10.8307E-6	10.8307E-6	10.8307E-6	19:22:36	03/03/2023
9.6917E+0	9.6744E+0	9.6831E+0	8.6500E-3	1.0000E-6	-1.0000E-6	4.2765E-3	-4.2654E-3	4.2710E+3	1.0000E-6	-1.0000E-6	9.6787E-3	-9.6931E-3	9.6859E+3	-150.0000E+0	-1.4958E-9	-150.0000E+0	491.9863E-12	16.2461E-6	21.6614E-6	10.8307E-6	19:22:41	03/03/2023
9.6585E+0	9.6808E+0	9.6697E+0	-11.1500E-3	1.0000E-6	-1.0000E-6	4.2769E-3	-4.2670E-3	4.2720E+3	1.0000E-6	-1.0000E-6	9.6786E-3	-9.6921E-3	9.6853E+3	-150.0000E+0	-638.3518E-12	-150.0000E+0	-584.4257E-12	-5.4154E-6	-10.8307E-6	0.0000E+0	19:22:47	03/03/2023
